2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6
2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,13,1,6,6,6,5,6,6,6,6,6,1,1,6,6,6
2,6,6,6,6,6,6,6,6,6,9,6,6,6,5,6,6,6,6,6,6,9,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,13,1,6,1,9,1,6,6,6,6,1,13,6,6,6,1,6,6,6,6,6,6
6,6,1,1,1,1,1,1,6,6,6,6,6,6,13,6,6,1,1,1,6,6,6,6,6,1,6,6,6,6,6,6
6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,6,6,6
6,6,6,6,1,1,1,1,1,6,6,6,6,1,1,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,1,1,6,6,6,6,6,6,6,6,6,6,1,6,6,6,1,1,6,6,6,6,6,6,6,6,6
6,6,6,6,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6
6,6,6,6,6,6,6,1,1,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
